"id","name","lat","lon","trip_starts","trip_start_members","trip_start_casuals","trip_ends","trip_end_members","trip_end_casuals","total_trip_activity"
"13164","Racine Ave & 18th St",41.8582092628858,-87.6564815461819,7015,4340,2675,6956,4123,2833,13971
"637","Wood St & Chicago Ave",41.8956359317725,-87.6720728796064,6910,4383,2527,6998,4373,2625,13908
"KA1504000103","Western Ave & Walton St",41.8984239201761,-87.6865723616739,7131,4006,3125,6759,3676,3083,13890
"TA1307000115","Clybourn Ave & Division St",41.9045967331981,-87.6405542481958,6877,4602,2275,6864,4610,2254,13741
"15575","Broadway & Thorndale Ave",41.9897142845966,-87.6601186953731,6695,4051,2644,6977,4136,2841,13672
"13285","Wood St & Taylor St (Temp)",41.8693159966448,-87.6737569848035,6876,5889,987,6724,5851,873,13600
"TA1307000119","Clarendon Ave & Leland Ave",41.9679266930282,-87.6499870615633,6736,3884,2852,6794,3918,2876,13530
"13206","Loomis St & Jackson Blvd",41.8779440009672,-87.6620005638122,6775,4787,1988,6582,4657,1925,13357
"KA1706005007","Delano Ct & Roosevelt Rd",41.8674894690279,-87.6321916490866,6762,3644,3118,6533,3599,2934,13295
"TA1308000005","Leavitt St & North Ave",41.9104295660505,-87.6823681733396,6672,3612,3060,6594,3637,2957,13266
"TA1307000164","Woodlawn Ave & 55th St",41.795291588275,-87.5964699306165,6692,4179,2513,6486,4038,2448,13178
"SL-009","Clark St & 9th St (AMLI)",41.8708297970721,-87.6311992301707,6589,3771,2818,6301,3612,2689,12890
"15578","Broadway & Ridge Ave",41.9840104632746,-87.6602450278036,6541,4116,2425,6175,3998,2177,12716
"KA1503000059","Lake Park Ave & 53rd St",41.7995348493347,-87.586450115212,6189,2953,3236,6521,3048,3473,12710
"TA1308000021","Winthrop Ave & Lawrence Ave",41.9688168514406,-87.6576501855698,6280,3566,2714,6198,3415,2783,12478
"13138","Canal St & Jackson Blvd",41.8772492373645,-87.6393842758097,6340,4640,1700,6070,4488,1582,12410
"13434","Ashland Ave & Grand Ave",41.8910749857093,-87.6666163070573,6085,3227,2858,6319,3439,2880,12404
"13288","Damen Ave & Charleston St",41.9200739517775,-87.6778685416757,6136,3221,2915,6205,3292,2913,12341
"TA1309000041","Sheridan Rd & Lawrence Ave",41.9694959358926,-87.6546930380251,6052,3734,2318,6092,3855,2237,12144
"TA1309000063","Lake Park Ave & 56th St",41.7932669314841,-87.5877930986686,6008,3698,2310,6098,3791,2307,12106
"13269","Ashland Ave & Wellington Ave",41.9360779621472,-87.6698125949604,5996,3929,2067,6057,4056,2001,12053
"TA1307000140","Western Ave & Leland Ave",41.9664117736117,-87.6886592533112,5881,3825,2056,6151,3938,2213,12032
"TA1306000007","Larrabee St & Menomonee St",41.9146855953397,-87.6433169180194,6050,4002,2048,5787,3823,1964,11837
"596","Benson Ave & Church St",42.0482046454832,-87.6834791374464,5755,3281,2474,6069,3337,2732,11824
"15550","Canal St & Taylor St",41.8702448904718,-87.6394713102559,5769,3328,2441,5980,3708,2272,11749
"TA1309000026","Lincoln Ave & Belle Plaine Ave",41.9560060771613,-87.6801861209946,5782,3837,1945,5961,3910,2051,11743
"KA1503000022","Clark St & Montrose Ave",41.961577944148,-87.6660738069001,6070,3879,2191,5497,3467,2030,11567
"TA1308000031","Logan Blvd & Elston Ave",41.9294529329187,-87.6841454184933,5343,2840,2503,6120,2977,3143,11463
"13257","Campbell Ave & North Ave",41.9105373026781,-87.6895603056158,5678,2710,2968,5776,2764,3012,11454
"KA1503000052","Ellis Ave & 53rd St",41.7993584702691,-87.6009601083957,5740,3804,1936,5606,3826,1780,11346
"13144","Seeley Ave & Roscoe St",41.9433968101301,-87.6796151925854,5478,3043,2435,5671,3112,2559,11149
"13135","Blue Island Ave & 18th St",41.8575381911987,-87.6615455353535,5484,3215,2269,5662,3403,2259,11146
"13197","Elizabeth (May) St & Fulton St",41.8866119447641,-87.6581346596516,5420,3507,1913,5718,3820,1898,11138
"TA1307000143","Sedgwick St & Schiller St",41.907620200048,-87.638535476753,5779,3176,2603,5359,2922,2437,11138
"KA1503000034","LaSalle St & Adams St",41.8793764211294,-87.6319366271507,5587,3213,2374,5454,3206,2248,11041
"TA1307000149","Ravenswood Ave & Irving Park Rd",41.9546732783347,-87.6739126915857,5387,3683,1704,5594,3880,1714,10981
"657","Wood St & Augusta Blvd",41.8991785113863,-87.6721774457065,5580,3428,2152,5389,3266,2123,10969
"TA1309000029","Leavitt St & Armitage Ave",41.9178010449937,-87.6824408217628,5409,3062,2347,5472,3067,2405,10881
"TA1307000158","Damen Ave & Leland Ave",41.9670924178982,-87.6790322283844,5451,3842,1609,5289,3811,1478,10740
"TA1309000055","Emerald Ave & 31st St",41.8382056777234,-87.6451325220247,5239,4063,1176,5453,4190,1263,10692
"TA1306000006","Orleans St & Elm St",41.9029080593056,-87.6377105963978,5642,3381,2261,4976,3036,1940,10618
"604","Sheridan Rd & Noyes St (NU)",42.058229915786,-87.6774421608106,5260,2730,2530,5351,2753,2598,10611
"TA1305000009","Clark St & Ida B Wells Dr",41.8759505945278,-87.6306467985985,5297,3368,1929,5295,3654,1641,10592
"15651","Humboldt Blvd & Armitage Ave",41.9175164259561,-87.7017795112979,5261,2323,2938,5316,2379,2937,10577
"TA1308000006","Damen Ave & Grand Ave",41.8912882960245,-87.6768431930371,5175,2846,2329,5363,2843,2520,10538
"13155","Racine Ave & Randolph St",41.8840825763384,-87.6568623423491,5306,3169,2137,5197,3325,1872,10503
"TA1307000156","Lincoln Ave & Sunnyside Ave",41.9630079123439,-87.6847796916757,5088,3435,1653,5298,3487,1811,10386
"KA1503000074","Museum of Science and Industry",41.7918272528093,-87.5839742243432,5187,1847,3340,5151,1750,3401,10338
"13217","Calumet Ave & 33rd St",41.8348857029219,-87.6179190797252,5224,4441,783,5049,4306,743,10273
"13253","Lincoln Ave & Waveland Ave",41.9487938696698,-87.6752648495792,5064,3318,1746,5176,3395,1781,10240
"654","Racine Ave & Washington Blvd",41.8830768994635,-87.6569593062378,5173,3215,1958,5055,3239,1816,10228
"13241","Western Ave & Division St",41.9028958415111,-87.6872911905433,5248,2750,2498,4906,2567,2339,10154
"13271","Damen Ave & Clybourn Ave",41.931910414288,-87.6778293724658,4915,3066,1849,5202,3188,2014,10117
"TA1306000025","Racine Ave & Congress Pkwy",41.874641361502,-87.6570212561609,5411,3997,1414,4663,3544,1119,10074
"13073","Ashland Ave & Lake St",41.8859313914388,-87.6671579056299,4854,2381,2473,4878,2323,2555,9732
"17660","California Ave & Cortez St",41.9003667765445,-87.6966927794316,4727,2562,2165,5005,2633,2372,9732
"13268","Damen Ave & Wellington Ave",41.9358791032641,-87.6784155330178,4759,2567,2192,4919,2501,2418,9678
"TA1306000002","Morgan Ave & 14th Pl",41.8623894989645,-87.6510757127799,4763,3721,1042,4849,3749,1100,9612
"644","Western Ave & Fillmore St",41.8686215789007,-87.6861307863139,4767,3805,962,4700,3793,907,9467
"18058","Leavitt St & Chicago Ave",41.8955036994845,-87.6820019619411,4526,2699,1827,4869,2730,2139,9395
"TA1307000144","Wolcott (Ravenswood) Ave & Montrose Ave",41.9614129950917,-87.6761808899816,4660,3111,1549,4714,3101,1613,9374
"13163","Morgan St & 18th St",41.8580899904461,-87.6510703668172,4614,2607,2007,4704,2707,1997,9318
"RP-009","Sheridan Rd & Loyola Ave",42.0010199473522,-87.6612046439627,4565,2400,2165,4660,2500,2160,9225
"13398","Blackstone Ave & Hyde Park Blvd",41.8025816292902,-87.590365102606,4608,2510,2098,4555,2465,2090,9163
"TA1305000017","Halsted St & Roosevelt Rd",41.867339788908,-87.6486285137327,4671,3522,1149,4410,3375,1035,9081
"13242","Milwaukee Ave & Rockwell St",41.9201985572626,-87.6926278986024,4474,2431,2043,4506,2475,2031,8980
"15655","Albany Ave & Bloomingdale Ave",41.9140100125191,-87.705106951339,4519,2347,2172,4386,2257,2129,8905
"13266","Stave St & Armitage Ave",41.9177355697383,-87.6913942684736,4377,2371,2006,4527,2454,2073,8904
"13258","California Ave & North Ave",41.910440377109,-87.6971485973912,4436,2287,2149,4343,2124,2219,8779
"13432","Wood St & Hubbard St",41.8898921150037,-87.6714821091627,4285,2654,1631,4256,2724,1532,8541
"E008","Chicago Ave & Sheridan Rd",42.0504976818757,-87.6778253871304,4146,1681,2465,4214,1725,2489,8360
"658","Leavitt St & Division St",41.9029978248397,-87.6837912493559,4338,2718,1620,3995,2616,1379,8333
"13259","California Ave & Francis Pl (Temp)",41.9184990780391,-87.6974110147127,4153,2080,2073,4116,2128,1988,8269
"TA1305000004","McCormick Place",41.8514066746261,-87.6188413421104,4127,1080,3047,4074,964,3110,8201
"KA1504000175","Glenwood Ave & Morse Ave",42.0079490712364,-87.6654866704935,4052,2519,1533,4137,2625,1512,8189
"13292","Kedzie Ave & Palmer Ct",41.9215174024197,-87.7072991591564,4113,2204,1909,4034,2073,1961,8147
"TA1307000159","Paulina St & 18th St",41.8579045946181,-87.6686991058793,3926,2270,1656,4218,2326,1892,8144
"13215","Rhodes Ave & 32nd St",41.8363443882018,-87.6135099968047,4134,2931,1203,3936,2713,1223,8070
"TA1307000129","State St & 35th St",41.8310469921554,-87.6268168032223,3837,2844,993,4172,3231,941,8009
"660","Sheridan Rd & Columbia Ave",42.0045570473489,-87.6614198749224,3823,2438,1385,4005,2596,1409,7828
"15646","California Ave & Altgeld St",41.9266733600384,-87.6976797775725,3768,1936,1832,4038,1994,2044,7806
"13256","California Ave & Division St",41.9030277289624,-87.6974722402915,3747,1809,1938,3989,1754,2235,7736
"KA17018068","Leavitt St & Belmont Ave",41.9393395153866,-87.6832666198819,3830,2157,1673,3881,2214,1667,7711
"TA1308000036","Indiana Ave & 31st St",41.8388397715012,-87.6218621877814,3941,3019,922,3729,2888,841,7670
"15546","Calumet Ave & 21st St",41.8541881204187,-87.6191751774216,3813,1763,2050,3692,1780,1912,7505
"KA1504000149","Damen Ave & Foster Ave",41.9755964948507,-87.679435211154,3637,2155,1482,3857,2200,1657,7494
"E002","Chicago Ave & Washington St",42.03255980262,-87.6791243747051,3643,2384,1259,3753,2380,1373,7396
"KA1503000070","Harper Ave & 59th St",41.7879657207398,-87.5883237773263,3722,2648,1074,3674,2692,982,7396
"TA1305000001","Wabash Ave & Cermak Rd",41.8526303952758,-87.6264878133493,3505,1580,1925,3820,1764,2056,7325
"13143","Damen Ave & Melrose Ave",41.9405893196951,-87.6785124683349,3586,1714,1872,3676,1836,1840,7262
"15650","Spaulding Ave & Armitage Ave",41.9171075460541,-87.7101999447972,3384,1489,1895,3813,1708,2105,7197
"TA1309000018","Ravenswood Ave & Berteau Ave",41.9579168407744,-87.6735636042049,3508,2533,975,3664,2575,1089,7172
"KA1504000140","Winchester Ave & Elston Ave",41.9240854248532,-87.676453382157,3436,1920,1516,3612,1987,1625,7048
"15648","Campbell Ave & Fullerton Ave",41.9246365587074,-87.6892918022139,3374,1706,1668,3386,1689,1697,6760
"13134","Damen Ave & Madison St",41.8813895961551,-87.674893955506,3366,1847,1519,3350,1848,1502,6716
"TA1308000047","Southport Ave & Clark St",41.9570740376153,-87.6641930668203,3399,2036,1363,3281,2162,1119,6680
"KA1503000004","Lake Park Ave & 35th St",41.8312891624274,-87.6087928925205,3258,993,2265,3333,978,2355,6591
"TA1309000050","Lincoln Ave & Addison St",41.9461757429415,-87.6733037231224,3275,1786,1489,3283,1822,1461,6558
"TA1308000046","Morgan St & 31st St",41.8377979276945,-87.6511524068502,3235,2081,1154,3315,2151,1164,6550
"15642","California Ave & Fletcher St",41.9384134554294,-87.6979741633499,2908,1400,1508,3562,1649,1913,6470
"13099","Halsted St & 18th St",41.8579669294948,-87.6463094701869,3203,1830,1373,3247,1861,1386,6450
"13037","Clinton St & Tilden St",41.8758854534541,-87.6407775992398,3253,2077,1176,3084,1959,1125,6337
"TA1309000021","Paulina St & Montrose Ave",41.9614969975042,-87.6713881086413,3193,2040,1153,3108,1982,1126,6301
"KA1504000148","Clark St & Elmdale Ave",41.9908480592721,-87.6697021525242,3137,2098,1039,3159,2084,1075,6296
"TA1309000012","Damen Ave & Sunnyside Ave",41.9632538622649,-87.6792695678972,3314,2188,1126,2979,1940,1039,6293
"SL-013","State St & 19th St",41.8565797247101,-87.627535614818,3115,1603,1512,3141,1684,1457,6256
"18017","Central Park Ave & Bloomingdale Ave",41.9141695748478,-87.7167307738913,3015,1268,1747,3206,1222,1984,6221
"TA1309000032","Elston Ave & Wabansia Ave",41.9129292990275,-87.6641601023449,2999,1731,1268,3163,1890,1273,6162
"KA1503000038","Shields Ave & 31st St",41.8384524578202,-87.6353942802106,3107,2506,601,2996,2421,575,6103
"13249","Ashland Ave & Belle Plaine Ave",41.9560612859905,-87.6688340120693,2992,1573,1419,3019,1556,1463,6011
"TA1307000044","Clinton St & 18th St",41.8579477858172,-87.6408323974971,2897,1931,966,3113,1945,1168,6010
"TA1307000005","Indiana Ave & 26th St",41.8456846669109,-87.6224918176866,2946,2118,828,2981,2043,938,5927
"15668","Western Ave & Congress Pkwy",41.8747008185017,-87.6863945941436,2908,2000,908,2954,2000,954,5862
"520","Greenview Ave & Jarvis Ave",42.0159628995178,-87.6685861633081,2921,2112,809,2924,2155,769,5845
"13304","Racine Ave & 15th St",41.8612932191263,-87.6565809663365,2938,1745,1193,2875,1693,1182,5813
"13354","Ashland Ave & 13th St",41.8652441949613,-87.666507395903,2681,2104,577,3072,2436,636,5753
"605","University Library (NU)",42.0529394216346,-87.6734360852485,2803,1581,1222,2842,1679,1163,5645
"15622","California Ave & Montrose Ave",41.9610494219613,-87.6954226969387,2770,1693,1077,2863,1706,1157,5633
"KA17018054","Damen Ave & Walnut (Lake) St",41.8859636032505,-87.67701151029,2701,1500,1201,2849,1581,1268,5550
"KA1504000080","Washtenaw Ave & Lawrence Ave",41.9688744210086,-87.6960244645228,2766,1825,941,2776,1803,973,5542
"SL-006","Wells St & 19th St",41.856809257528,-87.6338803329611,2703,1195,1508,2786,1295,1491,5489
"KA1504000090","St. Louis Ave & Fullerton Ave",41.9248237766729,-87.7144842406945,2495,1187,1308,2961,1408,1553,5456
"15632","Talman Ave & Addison St",41.9466278363051,-87.6946177460379,2606,1586,1020,2830,1670,1160,5436
"15653","Troy St & North Ave",41.9097866590581,-87.7052894744809,2737,1204,1533,2680,1166,1514,5417
"13326","Canal St & Harrison St",41.8742542851137,-87.6395854355466,2947,1932,1015,2454,1579,875,5401
"KA1504000093","Rockwell St & Eastwood Ave",41.9658648232371,-87.6936067609687,2666,1995,671,2711,1990,721,5377
"TA1309000015","Leavitt St & Lawrence Ave",41.9688803544472,-87.6839830910691,2735,1800,935,2638,1756,882,5373
"15623","Campbell Ave & Montrose Ave",41.9615187563464,-87.6911350079868,2538,2012,526,2709,2091,618,5247
"13089","Damen Ave & Cullerton St",41.8549814536058,-87.6756600360217,2448,1377,1071,2777,1423,1354,5225
"15445","Wentworth Ave & 33rd St",41.8345315460097,-87.6318248888652,2630,1804,826,2576,1859,717,5206
"KA1504000156","Clark St & Schreiber Ave",41.9992232754316,-87.6713673060808,2612,1663,949,2586,1666,920,5198
"15634","Western Ave & Roscoe St",41.9430245588432,-87.6872649536192,2439,1441,998,2695,1450,1245,5134
"TA1308000035","Lake Park Ave & 47th St",41.8095842633845,-87.5918891530234,2550,1191,1359,2558,1266,1292,5108
"13081","Ogden Ave & Congress Pkwy",41.8750149447863,-87.6732506459498,2711,2043,668,2333,1797,536,5044
"TA1308000045","Wallace St & 35th St",41.8312369357021,-87.6412440798775,2561,1933,628,2467,1851,616,5028
"13245","Claremont Ave & Hirsch St",41.907781925117,-87.6858663727229,2449,1289,1160,2571,1379,1192,5020
"KA1504000143","Leavitt St & Addison St",41.9466315834517,-87.683339396251,2459,1428,1031,2526,1451,1075,4985
"TA1307000153","Emerald Ave & 28th St",41.8435721592015,-87.64536531857,2456,1897,559,2522,1901,621,4978
"523","Eastlake Ter & Rogers Ave",42.0208712153126,-87.6650610467722,2443,1683,760,2343,1561,782,4786
"KA1504000162","Clark St & Lunt Ave",42.0090583907491,-87.6741688926483,2382,1584,798,2404,1668,736,4786
"13307","Laflin St & Cullerton St",41.8549004427065,-87.6635875870984,2393,1243,1150,2323,1202,1121,4716
"KA1504000078","Lincoln Ave & Winona St",41.9748921590706,-87.6925092828332,2264,1320,944,2437,1427,1010,4701
"KA1504000158","Oakley Ave & Irving Park Rd",41.9543244039768,-87.6860608681804,2184,1220,964,2494,1464,1030,4678
"KA1504000117","Halsted St & North Branch St",41.8994927371246,-87.6486032164334,2482,1460,1022,2128,1341,787,4610
"KA1504000159","Sheridan Rd & Greenleaf Ave",42.0105821845001,-87.6624109793911,2240,1162,1078,2192,1123,1069,4432
"15645","Richmond St & Diversey Ave",41.9319030923828,-87.7011902371164,1983,942,1041,2375,1098,1277,4358
"15631","Troy St & Elston Ave",41.9452314612009,-87.706625295993,2024,1136,888,2314,1307,1007,4338
"15628","California Ave & Byron St",41.9521503185695,-87.6980446400046,2038,1114,924,2268,1236,1032,4306
"643","Smith Park",41.8920295873735,-87.6893121656873,2009,1231,778,2284,1359,925,4293
"15664","Artesian Ave & Hubbard St",41.8894964831124,-87.6881479537884,2270,1593,677,1966,1394,572,4236
"13331","May St & Cullerton St",41.8551605447933,-87.6541256923641,2040,1131,909,2193,1149,1044,4233
"15667","Western Ave & Monroe St",41.8797880029135,-87.6860864954132,2040,1338,702,2181,1414,767,4221
"RP-008","Clark St & Columbia Ave",42.0044527218676,-87.6723992812035,2105,1456,649,2106,1414,692,4211
"TA1308000026","Wentworth Ave & 24th St (Temp)",41.8500881628004,-87.6321428874502,1925,920,1005,2194,1118,1076,4119
"655","Hoyne Ave & Balmoral Ave",41.9798457892978,-87.6819022916525,1976,1218,758,2114,1275,839,4090
"13345","Calumet Ave & 35th St",41.8313924276555,-87.6180327187631,2051,1315,736,2038,1220,818,4089
"15491","63rd St Beach",41.7809864226797,-87.5762551944393,1986,572,1414,2084,586,1498,4070
"KA1504000160","Francisco Ave & Foster Ave",41.9756262775813,-87.7014010058685,1971,1167,804,2031,1247,784,4002
"525","Glenwood Ave & Touhy Ave",42.0126903698053,-87.6660551221996,2018,1246,772,1962,1199,763,3980
"515","Paulina St & Howard St",42.0191536814829,-87.6735672718271,1996,1196,800,1975,1419,556,3971
"13162","Halsted St & 21st St",41.8537916397357,-87.6465913021487,1919,868,1051,1988,896,1092,3907
"15643","Kosciuszko Park",41.9305679699352,-87.7237822155034,1754,691,1063,1989,755,1234,3743
"15621","Albany Ave & Montrose Ave",41.9610411923209,-87.7058128958396,1799,1108,691,1935,1244,691,3734
"TA1308000002","Greenwood Ave & 47th St",41.809856893339,-87.5993615211317,1856,868,988,1850,913,937,3706
"TA1308000043","Halsted St & 35th St",41.8307007821858,-87.6471234765952,1750,986,764,1855,1030,825,3605
"15644","Central Park Ave & Elbridge Ave",41.9353372884101,-87.7168712763676,1778,956,822,1822,1033,789,3600
"KA150400009X","Kimball Ave & Belmont Ave",41.9393999639895,-87.7115652971331,1812,932,880,1782,950,832,3594
"15654","Spaulding Ave & Division St",41.9027148725867,-87.709222410454,1768,906,862,1812,872,940,3580
"20246.0","N Green St & W Lake St",41.89,-87.65,1937,966,971,1618,761,857,3555
"13091","Western Ave & 21st St",41.8541212243606,-87.6858259080556,1716,1133,583,1820,1194,626,3536
"KA1504000147","Winchester (Ravenswood) Ave & Balmoral Ave",41.9797620165497,-87.6775353849065,1707,1106,601,1792,1150,642,3499
"TA1308000038","Cottage Grove Ave & Oakwood Blvd",41.8230038182969,-87.6071029575721,1727,662,1065,1745,604,1141,3472
"18069","Cherry Ave & Blackhawk St",41.9072291258578,-87.6556247377191,1676,1081,595,1760,1181,579,3436
"TA1308000013","Halsted St & Archer Ave",41.8472065905349,-87.6467983093291,1711,974,737,1702,1070,632,3413
"KA1504000127","Manor Ave & Leland Ave",41.9658570156891,-87.7008179140384,1707,1225,482,1663,1145,518,3370
"15443","Shields Ave & 28th Pl",41.8427565265527,-87.6354837733049,1631,1021,610,1686,947,739,3317
"15640","Avers Ave & Belmont Ave",41.9393989576776,-87.7235522990119,1608,783,825,1702,649,1053,3310
"KA1503000002","South Shore Dr & 71st St",41.7666148327417,-87.5658124295427,1630,764,866,1662,793,869,3292
"KA1503000065","Woodlawn Ave & Lake Park Ave",41.814122310137,-87.5970135564289,1622,814,808,1581,719,862,3203
"631","Malcolm X College",41.8776081187972,-87.6738811384656,1769,929,840,1381,714,667,3150
"KA1503000005","Wentworth Ave & 35th St",41.8307916094785,-87.6324914870661,1646,858,788,1430,754,676,3076
"KA1504000101","Ogden Ave & Roosevelt Rd",41.8665102784272,-87.6846328668638,1489,868,621,1382,795,587,2871
"RP-005","Western Ave & Lunt Ave",42.008579893595,-87.6904644301917,1288,873,415,1519,976,543,2807
"661","Evanston Civic Center",42.0570403148957,-87.6865610846244,1440,608,832,1348,584,764,2788
"20252.0","W Oakdale Ave & N Broadway",41.94,-87.64,1481,659,822,1189,511,678,2670
"15615","Christiana Ave & Lawrence Ave",41.9683455045817,-87.7117996318773,1269,682,587,1373,641,732,2642
"15542","Clinton St & Polk St",41.8714777981363,-87.6409395461224,1318,714,604,1311,772,539,2629
"E006","Central St Metra",42.0636660640051,-87.6987082283887,1290,718,572,1315,762,553,2605
"13096","California Ave & 21st St",41.8537965966558,-87.6957336197779,1212,670,542,1370,794,576,2582
"KA1503000029","South Shore Dr & 67th St",41.7737771292444,-87.5675848567783,1284,508,776,1243,464,779,2527
"KA1503000040","Loomis St & Archer Ave",41.8416458413205,-87.6574208071086,1221,773,448,1276,773,503,2497
"13420","MLK Jr Dr & Pershing Rd",41.8246317702341,-87.6167537224771,1201,510,691,1233,509,724,2434
"KA1504000139","Monticello Ave & Irving Park Rd",41.9539863313912,-87.7190741973704,1139,505,634,1276,570,706,2415
"KA1504000097","Drake Ave & Montrose Ave",41.9611046076044,-87.7165228318226,1198,789,409,1211,709,502,2409
"KA1504000129","Western Ave & Granville Ave",41.9941594905671,-87.6894191599196,1052,487,565,1340,691,649,2392
"KA1503000069","Dorchester Ave & 49th St",41.8058351885477,-87.5924721737709,1216,681,535,1149,647,502,2365
"13165","Racine Ave & 13th St",41.8650511511154,-87.656964030631,1146,524,622,1212,558,654,2358
"13080","Hermitage Ave & Polk St",41.8715172817984,-87.6698902348233,1286,983,303,1067,901,166,2353
"15624","Avondale Ave & Irving Park Rd",41.9533862254028,-87.7319687535404,1219,504,715,1097,536,561,2316
"RP-001","Warren Park West",42.0017661143564,-87.6888075238026,1092,395,697,1216,453,763,2308
"TA1308000014","Normal Ave & Archer Ave",41.8495306040531,-87.6405864522216,1181,865,316,1073,699,374,2254
"KA1504000109","Washtenaw Ave & Ogden Ave",41.8619434257022,-87.6934222285042,1136,673,463,1117,706,411,2253
"KA1504000126","Kedzie Ave & Leland Ave",41.9666742381105,-87.7079903339465,1074,501,573,1162,580,582,2236
"E007","Central St & Girard Ave",42.0643040877747,-87.6861452571622,1088,542,546,1131,687,444,2219
"KA1504000128","Kedzie Ave & Foster Ave",41.9756637697619,-87.709235793666,1081,548,533,1120,557,563,2201
"18016","Bernard St & Elston Ave",41.9499073319012,-87.713879399299,1070,582,488,1095,648,447,2165
"TA1309000053","Cottage Grove Ave & 47th St",41.8098807252205,-87.6067605294643,1051,468,583,1097,463,634,2148
"15446","Racine Ave & 35th St",41.8307201051428,-87.6560245031687,1041,570,471,1104,611,493,2145
"15652","Central Park Ave & North Ave",41.9096530086285,-87.7165895438645,1024,287,737,1116,250,866,2140
"TA1309000067","Cottage Grove Ave & 51st St",41.8030701224061,-87.6066058390836,1079,437,642,1056,426,630,2135
"KA1504000096","Sawyer Ave & Irving Park Rd",41.9535902352172,-87.7092906413065,974,436,538,1088,493,595,2062
"15442","Ashland Ave & Archer Ave",41.839207666062,-87.6656153864254,1035,582,453,1003,536,467,2038
"TA1307000160","Prairie Ave & Garfield Blvd",41.7948524145657,-87.6187059911508,1116,523,593,903,363,540,2019
"599","Valli Produce - Evanston Plaza",42.0397167109391,-87.6994153040895,1005,474,531,954,536,418,1959
"517","Clark St & Jarvis Ave",42.01590538344,-87.6749664606105,1043,748,295,893,603,290,1936
"598","Elmwood Ave & Austin St",42.0257765151717,-87.6841004954624,951,666,285,976,650,326,1927
"15585","Budlong Woods Library",41.9836711831902,-87.6964138762887,920,457,463,998,448,550,1918
"KA1503000027","Prairie Ave & 43rd St",41.8166667251675,-87.6194081867641,938,308,630,931,325,606,1869
"KA1504000155","2112 W Peterson Ave",41.9911709025171,-87.6835831595086,861,520,341,984,574,410,1845
"RP-002","Warren Park East",42.0045516033632,-87.6806489162331,884,479,405,959,512,447,1843
"KA1504000167","Kedzie Ave & Bryn Mawr Ave",41.9820150555431,-87.7089398912804,891,468,423,950,523,427,1841
"15470","Calumet Ave & 51st St",41.8022787927313,-87.6180545243629,931,263,668,857,248,609,1788
"16010","Keystone Ave & Fullerton Ave",41.9245876134506,-87.7278474764505,724,232,492,1054,300,754,1778
"16806","Bosworth Ave & Howard St",42.0195349809931,-87.6695509272725,895,577,318,819,556,263,1714
"TA1309000003","Western Ave & 24th St",41.8484756744847,-87.6850992633186,775,497,278,879,510,369,1654
"TA1308000007","MLK Jr Dr & 47th St",41.809920959342,-87.6162948198223,826,198,628,824,209,615,1650
"KA1503000046","Dorchester Ave & 63rd St",41.7804106669277,-87.59142344833,772,238,534,869,237,632,1641
"RP-007","Clark St & Touhy Ave",42.012562696698,-87.6743295299701,889,599,290,722,426,296,1611
"13213","State St & 29th St",41.841716635047,-87.6269419493411,739,381,358,827,421,406,1566
"KA1504000142","Drake Ave & Addison St",41.9473150364834,-87.7175292949226,800,406,394,765,366,399,1565
"KA1503000054","Cottage Grove Ave & 63rd St",41.7806052623397,-87.6058295635313,753,274,479,789,249,540,1542
"E014","Lincolnwood Dr & Central St",42.0649022813962,-87.715336341816,723,486,237,814,501,313,1537
"15666","California Ave & Lake St",41.8844536655646,-87.6962007384709,803,381,422,723,365,358,1526
"518","Conservatory Dr & Lake St",41.8855021865509,-87.7168488806886,743,253,490,782,280,502,1525
"KA1503000075","DuSable Museum",41.7915596668853,-87.6078540406566,777,374,403,742,478,264,1519
"KA1504000114","Kedzie Ave & Chicago Ave",41.895463383789,-87.7061390708461,665,313,352,838,361,477,1503
"527","Western Ave & Howard St",42.0188656703889,-87.6900158778216,729,344,385,766,378,388,1495
"15689","California Ave & 23rd Pl",41.8491212660041,-87.6951479885983,779,569,210,715,488,227,1494
"KA1504000161","St. Louis Ave & Balmoral Ave",41.9803569138584,-87.7160859114494,775,385,390,711,343,368,1486
"KA1504000164","Keystone Ave & Montrose Ave",41.961094635765,-87.7289279907836,686,318,368,799,372,427,1485
"TA1308000023","Cottage Grove Ave & 43rd St",41.8164981027348,-87.606582955396,754,322,432,713,326,387,1467
"20.0","Damen Ave & Wabansia Ave",41.91,-87.68,712,349,363,744,342,402,1456
"KA1503000068","Leavitt St & Archer Ave",41.8287847936774,-87.6805686009607,743,433,310,702,374,328,1445
"16991","Milwaukee Ave & Cuyler Ave",41.9544690363401,-87.7495261990741,660,386,274,774,393,381,1434
"600","Dodge Ave & Church St",42.0483087064376,-87.6982484130448,728,442,286,699,416,283,1427
"RP-006","Ridge Blvd & Touhy Ave",42.0121259023343,-87.6829126277572,636,312,324,705,390,315,1341
"514","Ridge Blvd & Howard St",42.0192735754581,-87.6845157764855,723,443,280,609,344,265,1332
"KA1503000066","Wood St & 35th St",41.830113496425,-87.6703030371191,621,315,306,711,290,421,1332
"20254.0","W Armitage Ave & N Sheffield Ave",41.92,-87.65,721,381,340,608,307,301,1329
"KA1504000106","Kedzie Ave & Lake St",41.8845947889536,-87.7062602241817,618,241,377,664,228,436,1282
