"id","name","lat","lon","trip_starts","trip_start_members","trip_start_casuals","trip_ends","trip_end_members","trip_end_casuals","total_trip_activity"
"KA1504000130","Maplewood Ave & Peterson Ave",41.9902348258079,-87.6933737109012,565,230,335,690,262,428,1255
"KA1503000030","Jeffery Blvd & 67th St",41.773535236828,-87.577160847407,673,184,489,567,136,431,1240
"TA1307000161","Halsted St & 37th St",41.8270750491264,-87.6457168515052,576,308,268,661,339,322,1237
"KA1706005015","Kildare Ave & Montrose Ave",41.9610773326034,-87.7356876546368,603,311,292,628,316,312,1231
"KA1503000051","Halsted St & 47th Pl",41.8081905309019,-87.645635978641,610,359,251,617,371,246,1227
"TA1307000066","Damen Ave & Coulter St",41.8492059964717,-87.6756439102462,561,316,245,640,298,342,1201
"16920","Central Ave & Chicago Ave",41.8949507096808,-87.7649110278047,557,422,135,577,424,153,1134
"RP-004","Oakley Ave & Touhy Ave",42.0123403759297,-87.6882441045851,514,224,290,618,279,339,1132
"KA1504000102","Fairfield Ave & Roosevelt Rd",41.8666408859828,-87.6944799171965,527,279,248,583,304,279,1110
"KA1503000032","Union Ave & Root St",41.8191349171538,-87.6432809622943,519,305,214,555,358,197,1074
"662","Dodge Ave & Mulford St",42.0235137015101,-87.6996069251407,490,235,255,580,261,319,1070
"20256.0","N Sheffield Ave & W Wellington Ave",41.94,-87.65,541,235,306,523,199,324,1064
"16906","Austin Blvd & Lake St",41.8879173724363,-87.7744210225194,466,135,331,593,249,344,1059
"202480.0","Hampden Ct & Diversey Ave",41.93,-87.64,452,283,169,576,353,223,1028
"13083","Indiana Ave & 40th St",41.8216814542705,-87.6215398730551,551,298,253,470,256,214,1021
"KA1503000020","South Shore Dr & 74th St",41.762361234041,-87.5593419789169,508,182,326,491,181,310,999
"18022","Archer (Damen) Ave & 37th St",41.8267137561672,-87.6831474362709,467,191,276,521,201,320,988
"653","Cornell Dr & Hayes Dr",41.7805927928676,-87.5848699840635,511,144,367,467,108,359,978
"KA1503000021","Stony Island Ave & 64th St",41.7788782819396,-87.5866520180804,469,108,361,502,130,372,971
"15685","Central Park Ave & Ogden Ave",41.8540223458224,-87.7151100596764,516,212,304,450,172,278,966
"592","Knox Ave & Montrose Ave",41.9606091573,-87.7452601854726,444,218,226,519,247,272,963
"KA1503000033","Eberhart Ave & 61st St",41.7842732111253,-87.6132890268636,432,78,354,512,132,380,944
"546","Damen Ave & Pershing Rd",41.823192663946,-87.6766073110019,454,202,252,486,236,250,940
"20106","Chicago State University",41.7189691380771,-87.6083255643479,458,232,226,454,227,227,912
"KA1504000141","Pulaski Rd & Eddy St (Temp)",41.9462432256653,-87.7309042486735,447,158,289,462,165,297,909
"519","Wolcott Ave & Fargo Ave",42.0169696587158,-87.6777284283064,456,203,253,410,188,222,866
"E011","Dodge Ave & Main St",42.0346945308376,-87.6991748536508,417,195,222,431,204,227,848
"KA1503000045","Stony Island Ave & 71st St",41.7664972653157,-87.5864652610252,348,45,303,419,49,370,767
"20224","Calumet Park",41.7137318414891,-87.5308057982868,379,43,336,370,44,326,749
"KA1504000113","Sacramento Blvd & Franklin Blvd",41.8904868915972,-87.702619201449,366,228,138,374,230,144,740
"KA1503000023","Stony Island Ave & 67th St",41.7734577805754,-87.5853296784543,379,76,303,350,57,293,729
"KA1503000053","MLK Jr Dr & 63rd St",41.7800962608213,-87.6159364760485,328,141,187,386,171,215,714
"KA1503000018","Jeffery Blvd & 71st St",41.7666393975397,-87.5764493805398,338,71,267,373,72,301,711
"590","Kilbourn Ave & Irving Park Rd",41.9537453586264,-87.7405360891977,352,186,166,358,157,201,710
"20104","State St & 95th St",41.7217655413922,-87.622839063471,383,75,308,323,76,247,706
"KA1503000009","Princeton Ave & 47th St",41.8093197598608,-87.633458705462,364,113,251,340,123,217,704
"20257.0","N Southport Ave & W Newport Ave",41.94,-87.66,339,148,191,361,141,220,700
"KA1503000073","MLK Jr Dr & 56th St",41.7934440338077,-87.6158732971939,390,149,241,310,102,208,700
"16994","Kilbourn Ave & Milwaukee Ave",41.9475810623169,-87.7400040296317,292,131,161,386,167,219,678
"16932","Ashland Ave & Pershing Rd",41.8234612524905,-87.6655817492308,331,194,137,344,215,129,675
"KA1503000019","Stony Island Ave & 75th St",41.7586696743601,-87.5868899434232,314,122,192,339,149,190,653
"Hubbard Bike-checking (LBS-WH-TEST)","Base - 2132 W Hubbard Warehouse",41.890002470428,-87.680470487158,178,168,10,464,231,233,642
"549","Marshfield Ave & 44th St",41.8140767375723,-87.6664718445189,281,208,73,345,214,131,626
"15682","Kedzie Ave & Roosevelt Rd",41.8665268656333,-87.7064207349118,256,41,215,362,42,320,618
"15686","Kedzie Ave & 21st St",41.8535338707938,-87.7050709502564,294,86,208,318,81,237,612
"594","Western Blvd & 48th Pl",41.8056701644743,-87.6833841057304,288,69,219,319,77,242,607
"KA1504000110","Millard Ave & 26th St",41.8445490324781,-87.7159352884819,239,69,170,361,94,267,600
"16937","Ashland Ave & McDowell Ave",41.808915448068,-87.6645123301559,294,155,139,294,125,169,588
"579","Phillips Ave & 79th St",41.7518239670515,-87.5652113063935,280,92,188,307,89,218,587
"15692","California Ave & 26th St",41.8442227389638,-87.6949806341956,283,172,111,286,180,106,569
"KA1503000013","Princeton Ave & Garfield Blvd",41.7949766208587,-87.6331160989867,307,114,193,254,88,166,561
"20232","Big Marsh Park",41.685906266447,-87.5737351278694,279,64,215,279,63,216,558
"15449","State St & Pershing Rd",41.8230271531712,-87.626572715787,279,175,104,270,144,126,549
"16918","Austin Blvd & Madison St",41.8802808722964,-87.7742042594217,279,106,173,267,117,150,546
"16905","Central Ave & Lake St",41.887667057347,-87.7654640884049,268,61,207,269,84,185,537
"KA1504000091","Hoyne Ave & 47th St",41.8082278379644,-87.6771885561659,265,95,170,272,137,135,537
"KA1503000031","Cottage Grove Ave & 67th St",41.7738012168964,-87.6056111882163,257,53,204,274,57,217,531
"16921","Austin Blvd & Chicago Ave",41.8948826434222,-87.7746455693394,256,106,150,270,86,184,526
"KA1503000049","Rainbow Beach",41.7579065488862,-87.5494451536895,255,63,192,264,68,196,519
"16907","Central Park Blvd & 5th Ave",41.8757292030502,-87.7153903825793,248,97,151,264,83,181,512
"20251.0","N Carpenter St & W Lake St",41.89,-87.65,272,180,92,231,131,100,503
"15691","Albany Ave & 26th St",41.8444839607632,-87.7020199217549,256,110,146,246,110,136,502
"595","Wabash Ave & 87th St",41.7366370946292,-87.6226330247791,268,39,229,232,31,201,500
"16933","Morgan St & Pershing Rd",41.8236199186934,-87.650926221384,190,97,93,282,198,84,472
"573","State St & 79th St",41.7507925967566,-87.6244321294666,275,65,210,192,36,156,467
"20103","Prospect Sq & 91st St",41.7281546026487,-87.6675556486354,220,44,176,243,41,202,463
"16916","Central Ave & Madison St",41.8801233205051,-87.7632351796566,219,136,83,240,155,85,459
"20203","Lawndale Ave & 111th St",41.6913427572704,-87.7128409586139,222,14,208,221,16,205,443
"528","Pulaski Rd & Lake St",41.8853907056357,-87.7264946684829,195,78,117,240,90,150,435
"20238","Greenwood Ave & 97th St",41.7187213965266,-87.5970029403854,214,15,199,212,15,197,426
"20222","Burnham Greenway & 105th St",41.7045625727816,-87.5282862977487,202,38,164,219,37,182,421
"585","Cottage Grove Ave & 83rd St",41.7434432908333,-87.6048440508333,200,58,142,200,49,151,400
"20108","Hale Ave & 107th St",41.6992251055293,-87.6689608109311,196,52,144,190,53,137,386
"580","Exchange Ave & 79th St",41.7517283638457,-87.5528081592207,192,81,111,193,71,122,385
"KA1503000024","Yates Blvd & 75th St",41.7587653298246,-87.5664395377193,190,39,151,190,30,160,380
"KA1503000025","Wentworth Ave & 63rd St",41.7800737685097,-87.6297482684732,216,66,150,161,58,103,377
"KA1503000028","Jeffery Blvd & 76th St",41.7571255795072,-87.5759151862972,182,23,159,195,42,153,377
"20116","Dauphin Ave & 87th St",41.7365821532253,-87.6012648953909,204,21,183,171,25,146,375
"583","Stony Island Ave & 82nd St",41.7465605418519,-87.5859976310978,197,78,119,177,62,115,374
"20229","Baltimore Ave & 87th St",41.7373870553644,-87.5484540322481,168,44,124,201,56,145,369
"20107","Walden Pkwy & 100th St",41.7121829435016,-87.6677293160378,185,24,161,177,26,151,362
"15687","Central Park Ave & 24th St",41.8481521487582,-87.7150046929001,146,33,113,205,48,157,351
"646","State St & 54th St",41.7966364012762,-87.6259228460731,197,57,140,154,47,107,351
"KA1503000047","Perry Ave & 69th St",41.7692661614082,-87.6281554539959,183,31,152,165,38,127,348
"KA1503000055","Halsted St & 63rd St",41.7793882459423,-87.6446302403024,191,64,127,156,50,106,347
"584","Ellis Ave & 83rd St",41.7441215110705,-87.5990555778788,170,11,159,173,9,164,343
"20210","State St & 123rd St",41.6706897149306,-87.6227397714077,164,5,159,178,9,169,342
"KA1504000086","Kedzie Ave & 24th St",41.8481958523805,-87.7054020555715,170,55,115,171,42,129,341
"KA1504000082","Kedzie Ave & Harrison St",41.8736077697151,-87.7048739356306,165,44,121,169,39,130,334
"20110","Eberhart Ave & 91st St",41.7293928697111,-87.610757754376,171,34,137,160,32,128,331
"20247.0","W Washington Blvd & N Peoria St",41.88,-87.65,156,89,67,173,97,76,329
"20205","Western Ave & 111th St",41.6912057096821,-87.6813120137815,164,10,154,152,13,139,316
"20236","Stony Island Ave & 90th St",41.7314698973778,-87.5857834982208,141,50,91,171,43,128,312
"576","Greenwood Ave & 79th St",41.7512923208491,-87.597524737348,150,31,119,159,23,136,309
"20121","Loomis Blvd & 84th St",41.7415071607198,-87.6584095076454,157,38,119,151,38,113,308
"16915","Central Ave & Harrison St",41.8729768535927,-87.7643404906563,139,41,98,164,50,114,303
"540","Laramie Ave & Madison St",41.8802153250552,-87.7553458344371,151,59,92,151,49,102,302
"574","Vernon Ave & 79th St",41.7509434329469,-87.6137576688951,168,28,140,134,35,99,302
"20131","Cottage Grove Ave & 111th Pl",41.6916927799982,-87.6099989759959,148,29,119,151,24,127,299
"20230","Clyde Ave & 87th St",41.7371570992332,-87.5727316575552,144,40,104,154,35,119,298
"398","Long & Irving Park",41.95,-87.76,148,59,89,146,53,93,294
"577","Stony Island Ave & South Chicago Ave",41.7511648625217,-87.5853433299948,153,30,123,139,28,111,292
"575","Cottage Grove Ave & 78th St",41.7531764344038,-87.6050234678349,152,23,129,139,28,111,291
"20207","Major Taylor Trail & 115th St",41.6849579340914,-87.6452976381588,131,22,109,147,23,124,278
"561","Damen Ave & 59th St",41.785716702696,-87.6740978886967,113,16,97,165,20,145,278
"20119","Elizabeth St & 92nd St",41.7268082281194,-87.6542997922784,134,4,130,141,5,136,275
"535","Pulaski Rd & Congress Pkwy",41.874310034,-87.7257285181111,125,13,112,150,31,119,275
"20253.0","N Paulina St & Lincoln Ave",41.94,-87.67,122,67,55,151,82,69,273
"16903","Cicero Ave & Lake St",41.8868970388207,-87.7452874424471,145,22,123,127,23,104,272
"20123","Western Ave & 104th St",41.7046019654976,-87.6811698975303,134,13,121,138,18,120,272
"20206","Homewood Ave & 115th St",41.6845902660773,-87.6707827876943,138,20,118,133,19,114,271
"571","Vernon Ave & 75th St",41.7584663129797,-87.6140128228817,126,18,108,142,17,125,268
"16948","Ashland Ave & 63rd St",41.7793749940456,-87.6647471736322,129,44,85,138,57,81,267
"20231","East End Ave & 87th St",41.7369622951565,-87.5827806924738,134,56,78,131,61,70,265
"20239","Marquette Ave & 89th St",41.7336725819517,-87.5583639299331,121,11,110,144,10,134,265
"545","Kostner Ave & Adams St",41.8779216584984,-87.7357734238875,129,53,76,135,46,89,264
"KA1503000003","Cottage Grove Ave & 71st St",41.7657194093632,-87.6049692836515,146,11,135,118,10,108,264
"530","Laramie Ave & Kinzie St",41.8878150027188,-87.7552560588299,150,30,120,113,23,90,263
"20120","Stewart Ave & 83rd St",41.7437162379918,-87.6340898566463,150,13,137,109,9,100,259
"20213","Commercial Ave & 130th St",41.6593743067597,-87.5508143818525,132,14,118,125,17,108,257
"20118","Eggleston Ave & 92nd St",41.7276069491667,-87.6348682462182,131,19,112,125,17,108,256
"570","Evans Ave & 75th St",41.7587426122495,-87.6063831681466,122,32,90,132,12,120,254
"642","Latrobe Ave & Chicago Ave",41.8947399725524,-87.7568941713869,110,25,85,143,27,116,253
"649","Stewart Ave & 63rd St",41.7798417972112,-87.6347742960811,124,35,89,129,17,112,253
"KA1503000001","Shields Ave & 43rd St",41.8162037389779,-87.6347715489196,122,34,88,130,34,96,252
"16940","Ashland Ave & 50th St",41.8030238008159,-87.6646982840326,130,25,105,110,20,90,240
"559","Racine Ave & Garfield Blvd",41.7942318398055,-87.6550792694516,109,17,92,131,17,114,240
"20242","Houston Ave & 92nd St",41.7281996196901,-87.5496555008372,98,23,75,136,27,109,234
"650","Eggleston Ave & 69th St",41.768901580661,-87.6358735682776,123,20,103,108,23,85,231
"KA1504000168","Western Ave & 28th St",41.8415249886115,-87.6851333779957,128,74,54,100,54,46,228
"312","Lockwood Ave & Wrightwood Ave",41.93,-87.76,104,28,76,121,42,79,225
"TA1309000051","Commercial Ave & 83rd St",41.7445895289113,-87.5511155744018,108,26,82,113,30,83,221
"534","Karlov Ave & Madison St",41.8808511878797,-87.7278173957943,103,19,84,114,20,94,217
"20105","Halsted St & 96th St",41.7197185153984,-87.6429530128081,102,36,66,113,41,72,215
"KA1503000010","Halsted St & 51st St",41.801810552922,-87.6452202743179,96,44,52,113,39,74,209
"20245","Ashland Ave & 74th St",41.7592136736643,-87.6634788460998,99,20,79,109,42,67,208
"567","May St & 69th St",41.7689444107788,-87.6529268563706,99,34,65,106,19,87,205
"20112","Indiana Ave & 103rd St",41.7071708827932,-87.6184366503143,101,17,84,100,20,80,201
"428","Milwaukee Ave & Fullerton Ave",41.92,-87.7,99,54,45,101,63,38,200
"588","South Chicago Ave & 83rd St",41.7439185624646,-87.5752201432393,101,18,83,99,17,82,200
"20226","Oglesby Ave & 100th St",41.713375404326,-87.5658525484101,94,13,81,103,12,91,197
"20227","Bradley Park",41.7179949283891,-87.564397004484,109,13,96,88,12,76,197
"360","Kilbourn & Roscoe",41.94,-87.74,96,47,49,98,48,50,194
"20208","Major Taylor Trail & 124th St",41.6688265499886,-87.6372184254188,95,10,85,97,5,92,192
"16943","Ashland Ave & Garfield Blvd",41.7929280458245,-87.6644291290744,101,15,86,89,5,84,190
"20223","Ewing Ave & Burnham Greenway",41.7127323058737,-87.5347433479018,92,37,55,97,35,62,189
"20244","Halsted St & 73rd St",41.7616218121658,-87.6441286107678,79,5,74,110,12,98,189
"20113","Dauphin Ave & 103rd St",41.7072616249599,-87.6076668108957,95,13,82,92,10,82,187
"20124","Vincennes Ave & 104th St",41.7049401866029,-87.6569804021448,95,29,66,90,35,55,185
"16913","Cicero Ave & Quincy St",41.8776186453721,-87.7454110549949,75,7,68,109,9,100,184
"651","Michigan Ave & 71st St",41.7652823586957,-87.6217430923913,92,19,73,92,13,79,184
"20234","Ashland Ave & 78th St",41.752217242334,-87.6637383512991,86,34,52,96,13,83,182
"554","Damen Ave & 51st St",41.8009124687754,-87.6746787546206,89,13,76,92,14,78,181
"20214","Avenue O & 134th St",41.6520897993973,-87.5395785957126,93,9,84,86,6,80,179
"20218","Avenue O & 118th St",41.6810204233567,-87.5379594681536,82,11,71,95,12,83,177
"20101","Summit Ave & 86th St",41.7378517353359,-87.6448973735399,81,10,71,94,10,84,175
"20109","Vernon Ave & 107th St",41.7001524614643,-87.6122872215254,83,1,82,92,1,91,175
"582","Phillips Ave & 83rd St",41.7445317242167,-87.5650663428108,89,10,79,82,8,74,171
"20127","Halsted St & 111th St",41.6922685304064,-87.6426449807682,81,16,65,89,16,73,170
"537","Kenton Ave & Madison St",41.8806955938877,-87.7409941519124,85,11,74,81,11,70,166
"DIVVY 001","WEST CHI-WATSON",41.8947389039011,-87.7308731696778,82,1,81,83,2,81,165
"16950","Ashland Ave & 66th St",41.7740814340679,-87.6637925201874,70,14,56,94,16,78,164
"201022","Loomis St & 89th St",41.7324478186782,-87.6580386041011,76,3,73,88,3,85,164
"20204","Kedzie Ave & 110th St",41.6923906760006,-87.700959117204,82,14,68,81,8,73,163
"553","Elizabeth St & 47th St",41.8083972830849,-87.6565305339757,82,26,56,81,17,64,163
"314","Narragansett & Wrightwood",41.93,-87.79,70,20,50,92,19,73,162
"20125","Halsted St & 104th St",41.705161646094,-87.6424227847849,76,8,68,85,7,78,161
"20233","Halsted St & 78th St",41.7525023161038,-87.6438282923011,84,11,73,77,12,65,161
"16970","Bennett Ave & 79th St",41.7517961011905,-87.5785032510691,82,19,63,77,15,62,159
"652","Rhodes Ave & 71st St",41.7660034476611,-87.611727541733,73,8,65,86,8,78,159
"KA1503000011","Halsted St & 56th St",41.7929458834485,-87.6449944790665,87,21,66,71,13,58,158
"20228","Constance Ave & 95th St",41.7222328181891,-87.5789689985699,76,10,66,81,7,74,157
"351","Mulligan Ave & Wellington Ave",41.93,-87.78,68,22,46,89,35,54,157
"16953","Vincennes Ave & 75th St",41.7579669526316,-87.6312051570175,61,5,56,95,7,88,156
"316","Lamon Ave & Belmont Ave",41.94,-87.75,63,31,32,92,42,50,155
"20130","Wentworth Ave & 104th St",41.7053387178713,-87.6290583969153,75,12,63,79,9,70,154
"317","Long Ave & Belmont Ave",41.94,-87.76,86,42,44,68,32,36,154
"321","Kostner Ave & Wrightwood Ave",41.93,-87.74,83,21,62,70,19,51,153
"536","Kostner Ave & Lake St",41.8859323835121,-87.7353980288473,79,10,69,72,8,64,151
"15599","Calumet Ave & 71st St",41.7655093101131,-87.6169210953162,74,13,61,76,15,61,150
"20237","Yates Blvd & 93rd St",41.7261811024249,-87.5662858175269,80,18,62,70,23,47,150
"20211","Eberhart Ave & 131st St",41.658138880092,-87.6107530272651,73,5,68,76,8,68,149
"16912","Cicero Ave & Flournoy St",41.8721307174603,-87.7466329247253,78,33,45,70,23,47,148
"20243","Michigan Ave & 114th St",41.6870336231588,-87.6210791868345,76,7,69,71,4,67,147
"359","Kilbourn & Belden",41.92,-87.74,69,29,40,75,28,47,144
"557","Seeley Ave & Garfield Blvd",41.7940968884094,-87.6754892142196,63,23,40,80,19,61,143
"556","Throop St & 52nd St",41.7996910046186,-87.657178995315,76,10,66,66,9,57,142
"586","MLK Jr Dr & 83rd St",41.743113278379,-87.6148034254449,63,16,47,77,23,54,140
"358","Kilpatrick Ave & Parker Ave",41.93,-87.74,62,26,36,77,32,45,139
"15597","Halsted St & 69th St",41.7690593808916,-87.6446147808158,74,15,59,63,17,46,137
"324","Meade Ave & Addison St",41.95,-87.78,69,28,41,66,28,38,135
"318","Oak Park & Wellington",41.93,-87.8,69,19,50,65,19,46,134
"543","Laramie Ave & Gladys Ave",41.8758112781237,-87.7552911548433,63,17,46,65,7,58,128
"20215","Hegewisch Metra Station",41.6485427391389,-87.5461587481951,62,16,46,62,13,49,124
"560","Marshfield Ave & 59th St",41.7868210845007,-87.6661970646322,53,16,37,66,21,45,119
"473","Mason Ave & Belmont Ave",41.94,-87.77,62,5,57,55,8,47,117
"378","Nordica & Medill",41.92,-87.8,60,26,34,56,25,31,116
"334.0","Lawndale Ave & 30th St",41.84,-87.72,58,2,56,54,1,53,112
"20212","Altgeld Gardens",41.6568130714003,-87.5988230381376,53,5,48,58,4,54,111
"20129","Ada St & 113th St",41.6875637859636,-87.6554198522287,55,11,44,54,13,41,109
"366.0","Spaulding Ave & 16th St",41.86,-87.71,61,8,53,48,5,43,109
"357","Lamon Ave & Armitage Ave",41.92,-87.75,48,6,42,60,10,50,108
"327","Plainfield & Irving Park",41.95,-87.83,51,1,50,56,1,55,107
"20235","Greenwood Ave & 91st St",41.7283509364179,-87.5972912898188,46,4,42,60,5,55,106
"397","Narragansett Ave & School St",41.94,-87.79,50,14,36,56,14,42,106
"472","Elston Ave & George St",41.93,-87.69,59,38,21,47,22,25,106
"587","Wabash Ave & 83rd St",41.7433198221154,-87.6228440285494,54,9,45,52,20,32,106
"435","Rockwell St & Fletcher St",41.94,-87.69,51,21,30,54,25,29,105
"445","Western Ave & Gunnison St",41.97,-87.69,50,31,19,55,42,13,105
"396","Central Ave & Roscoe St",41.94,-87.77,48,23,25,56,28,28,104
"569","Woodlawn Ave & 75th St",41.759167192966,-87.5957570091204,46,9,37,58,7,51,104
"436","Kedzie Ave & George St",41.93,-87.71,49,43,6,54,40,14,103
"434","Albany Ave & Belmont Ave",41.94,-87.71,47,35,12,48,34,14,95
"20202","W 103rd St & S Avers Ave",41.71,-87.72,49,7,42,45,4,41,94
"442","Lincoln Ave & Balmoral Ave",41.98,-87.69,36,30,6,58,52,6,94
"356","Lavergne & Fullerton",41.92,-87.75,48,20,28,45,14,31,93
"329.0","Central Park Ave & Douglas Blvd",41.86,-87.72,54,4,50,37,7,30,91
"562","Racine Ave & 61st St",41.7831871062896,-87.6543662785052,40,14,26,51,25,26,91
"353","Meade Ave & Diversey Ave",41.93,-87.78,43,8,35,47,13,34,90
"593","Halsted St & 59th St",41.7875481108974,-87.6448748609402,39,9,30,50,18,32,89
"20221","Torrence Ave & 106th St",41.70283402776,-87.5598155590093,49,1,48,38,1,37,87
"20225","Commercial Ave & 100th St",41.713315012988,-87.5511497902451,43,0,43,44,4,40,87
"355","Central Ave & Parker Ave",41.93,-87.77,39,5,34,48,8,40,87
"393","Oketo Ave & Addison St",41.942132728304,-87.81,41,0,41,43,1,42,84
"647","Elizabeth St & 59th St",41.7878310421618,-87.6554194865797,39,12,27,45,8,37,84
"564","Racine Ave & 65th St",41.7753979221491,-87.6543059197568,44,8,36,38,8,30,82
"20217","Torrence Ave & 126th Pl",41.6664019357073,-87.5568231464678,40,3,37,40,2,38,80
"323","Narragansett & Irving Park",41.95,-87.79,38,7,31,40,6,34,78
"368.0","Tripp Ave & 31st St",41.84,-87.73,40,3,37,35,2,33,75
"572","State St & 76th St",41.7569924833214,-87.6246136700144,34,8,26,41,9,32,75
"326","Harlem & Irving Park",41.95,-87.81,42,12,30,32,4,28,74
"313","Long Ave & Belden Ave",41.92,-87.76,38,13,25,35,12,23,73
"430","Troy St & Grace St",41.95,-87.71,41,25,16,32,20,12,73
"352","Sayre & Diversey",41.93,-87.8,38,6,32,34,2,32,72
"320","Orange & Addison",41.94,-87.82,36,3,33,34,2,32,70
"364.0","Homan Ave & Fillmore St",41.87,-87.71,47,5,42,23,2,21,70
"18025","Carpenter St & 63rd St",41.7798814480699,-87.6509015053615,34,6,28,32,9,23,66
"665","South Chicago Ave & Elliot Ave",41.7473519380091,-87.5800433813131,31,4,27,33,7,26,64
"384","Kedzie Ave & 52nd St",41.8,-87.7,30,11,19,33,14,19,63
"443","California Ave & Winona St",41.97,-87.7,26,20,6,37,34,3,63
"335.0","Komensky Ave & 31st St",41.84,-87.73,30,2,28,29,1,28,59
"331.0","Pulaski Rd & 21st St",41.85,-87.72,28,5,23,30,2,28,58
"433","Elston Ave & Henderson St",41.94,-87.7,30,15,15,27,7,20,57
"382","Kedzie Ave & 48th Pl",41.8,-87.7,29,2,27,27,3,24,56
"330.0","Keeler Ave & Roosevelt Rd",41.87,-87.73,36,9,27,19,2,17,55
"20249.0","N Clark St & W Elm St",41.9,-87.63,11,7,4,43,24,19,54
"310","North Ave & New England Ave",41.91,-87.8,24,9,15,30,12,18,54
"379","Rockwell St & Archer Ave",41.82,-87.69,26,9,17,26,9,17,52
"400","Lawler Ave & 50th St",41.8,-87.75,28,14,14,24,15,9,52
"305","Menard Ave & Division St",41.9,-87.77,23,1,22,28,4,24,51
"308","Major Ave & Bloomingdale Ave",41.91,-87.77,33,5,28,18,4,14,51
"20134","Maryland Ave & 104th St",41.71,-87.6,24,1,23,24,2,22,48
"21544","State St & Chicago Ave",41.8966447660057,-87.6285880153639,20,13,7,28,23,5,48
"441","Virginia Ave & Catalpa Ave",41.98,-87.7033928571429,20,15,5,28,13,15,48
"319","Roscoe & Harlem",41.94,-87.81,23,9,14,24,10,14,47
"343","Pulaski Rd & 51st St",41.8,-87.72,21,7,14,24,7,17,45
"361","Kenosha & Wellington",41.93,-87.73,20,6,14,24,2,22,44
"304","Lavergne Ave & Division St",41.9,-87.75,23,2,21,20,1,19,43
"322","Cicero Ave & Grace St",41.95,-87.75,21,7,14,22,5,17,43
"346","Kedzie Ave & 57th St",41.79,-87.7,19,3,16,23,2,21,42
"431","Western Ave & Grace St",41.95,-87.69,22,15,7,20,13,7,42
"386","Rockwell St & 57th St",41.79,-87.69,21,0,21,20,0,20,41
"425","Rockwell St & Cermak Rd",41.85,-87.69,19,4,15,22,9,13,41
"345","Artesian Ave & 55th St",41.79,-87.69,21,0,21,18,0,18,39
"325","Harlem Ave & Grace St",41.95,-87.81,22,4,18,16,1,15,38
"407","Tripp Ave & 65th St",41.77,-87.73,18,0,18,19,0,19,37
"471","Damen Ave & 33rd St",41.83,-87.68,17,8,9,20,9,11,37
"20201","Kedzie Ave & 104th St",41.7,-87.7,19,3,16,17,2,15,36
"20126","S Aberdeen St & W 106th St",41.7,-87.65,16,6,10,19,6,13,35
"301","Monticello Ave & Chicago Ave",41.9,-87.72,15,4,11,19,4,15,34
"303","Kildare Ave & Division St",41.9,-87.73,17,6,11,17,6,11,34
"332.0","Harding Ave & 26th St",41.84,-87.72,20,4,16,14,6,8,34
"377","Bloomingdale Ave & Harlem Ave",41.91,-87.81,21,5,16,13,6,7,34
"20260.0","Ping Tom Park (East)",41.86,-87.63,16,10,6,17,10,7,33
"339","Sacramento Ave & Pershing Rd",41.82,-87.7,20,4,16,12,3,9,32
"362.0","Lawndale Ave & 16th St",41.86,-87.72,16,1,15,16,3,13,32
"363.0","Tripp Ave & 15th St",41.86,-87.73,18,3,15,14,3,11,32
"20133","Woodlawn & 103rd - Olive Harvey Vaccination Site",41.71,-87.59,16,7,9,14,5,9,30
"341","Archer Ave & 43rd St",41.82,-87.7,15,4,11,15,1,14,30
"394","Panama Ave & Grace St",41.95,-87.83,17,1,16,13,1,12,30
"429","Francisco Ave & Bloomingdale Ave",41.91,-87.7,16,14,2,14,5,9,30
"432","Sacramento Blvd & Addison St",41.95,-87.7,13,7,6,16,8,8,29
"309","Narragansett & McLean",41.92,-87.79,16,3,13,12,4,8,28
"349","Spaulding Ave & 63rd St",41.78,-87.71,15,3,12,13,3,10,28
"370","Central Park & Augusta Blvd",41.9,-87.72,15,8,7,12,6,6,27
"371","Kildare Ave & Chicago Ave",41.9,-87.73,11,1,10,16,2,14,27
"452","Richmond St & Lincoln Ave",41.99,-87.7,13,11,2,14,9,5,27
"337","Hoyne Ave & 34th St",41.83,-87.68,17,6,11,9,3,6,26
"388","Richmond St & 59th St",41.79,-87.7,15,1,14,11,0,11,26
"475","Whipple/Irving Park",41.95,-87.7,12,2,10,14,3,11,26
"375","Long Ave & North Ave",41.91,-87.76,13,1,12,12,0,12,25
"344","Springfield Ave & 47th St",41.81,-87.72,9,5,4,14,3,11,23
"385","St Louis Ave & Norman Bobbins Ave",41.79,-87.71,11,0,11,12,0,12,23
"389","Maplewood Ave & 59th St",41.79,-87.69,11,1,10,12,0,12,23
"446","Francisco Ave & Montrose Ave",41.96,-87.7,11,6,5,12,4,8,23
"307","Leamington Ave & Hirsch St",41.91,-87.75,10,0,10,11,1,10,21
"399","Lavergne Ave & 46th St",41.81,-87.75,10,3,7,11,4,7,21
"402","Kenneth Ave & 50th St",41.8,-87.73,11,4,7,10,3,7,21
"418","Mozart St & Jackson Blvd",41.88,-87.7,11,9,2,10,10,0,21
"354","Parkside Ave & Armitage Ave",41.92,-87.77,14,0,14,6,0,6,20
"406","Kostner Ave & 63rd St",41.78,-87.73,11,1,10,8,2,6,19
"20220","Avenue L & 114th St",41.69,-87.54,8,1,7,10,1,9,18
"365.0","Kildare Ave & 26th St",41.84,-87.73,8,1,7,10,3,7,18
